date,model,GTAA,DM,PAA,DAA,Sentiment,risk,n_weight,dji
2020-04-27,15474175.56335787,16380422.316238984,17564464.477033928,12599526.918642899,16853729.41359659,13521834.507664481,15648837.584633442,15464069.92679142,1389379.1247788642
2020-04-28,15320424.673162092,16070427.187871981,17438585.713036817,12456942.184818327,16650767.55238397,13393705.756913995,15639732.240117144,15309936.899198992,1364215.8147401155
2020-04-29,15834856.557346672,16608818.98993238,18326318.72604946,12704703.896981686,17153051.540422276,13911912.470096048,16066975.713676367,15823155.00248028,1412190.4079369546
2020-04-30,15590283.542952573,16432151.467338806,17870832.752074238,12585707.102772767,16939010.30028182,13608845.96681829,15860937.83328071,15579489.526667714,1414980.906669516
2020-05-01,15074391.097076239,15578260.910207933,17164485.9067134,12436371.021581614,16302232.425577434,13180211.627035143,15473714.037697399,15064554.7954371,1370595.4573640625
2020-05-04,15345102.174942382,15986569.844780477,17619020.661144145,12551708.653662637,16852277.581027754,13238038.031211615,15573387.413882315,15334789.948057309,1388821.0557376638
2020-05-05,15558252.900776036,16133201.60732136,17869841.210962363,12701962.320844956,17176973.657970484,13447642.25070848,15765848.660625532,15547096.195675325,1403993.471436614
2020-05-06,15798683.008218184,16286670.836727524,18331741.1340607,12946690.826644965,17580430.72731412,13511495.267382603,15902691.434082113,15787463.01217993,1412520.6435649113
2020-05-07,16103414.595455715,16692258.088343803,18713961.41230173,13129654.56890422,18287816.203582466,13608226.010497501,15998912.209138835,16091388.211041117,1430917.4240515628
2020-05-08,16374172.540458864,17081014.14799111,19073339.786073867,13186523.379968025,18623791.19653564,13933732.454393774,16158426.901865484,16360976.860863898,1449542.191478017
2020-05-11,16574910.882900966,17300192.6454412,19610763.44179304,13267454.71369252,18932836.863539625,13967603.27188293,16276229.423143094,16561519.633064251,1461894.3242920008
2020-05-12,16247230.283754626,16921123.36246668,19182104.685756564,13028495.951618666,18643545.310526058,13601936.90587468,16027967.048101965,16234185.891615825,1432579.1955239025
2020-05-13,16047221.575924963,16652204.428798234,18960568.025954947,12895161.950288588,18630867.589794394,13324823.98576345,15781519.306445679,16034139.789901849,1414913.3549836485
2020-05-14,16210336.44360048,17037208.581643984,19117829.30823272,12915758.15953684,18670129.191516496,13576123.489230765,15895193.272823794,16197132.546926972,1429744.6346689684
2020-05-15,16319862.3934754,17049693.888243526,19379429.703168124,13034562.840863762,19021722.740000192,13478333.929490471,15975029.754780995,16306564.245731013,1438897.4275243336
2020-05-18,16672971.439708509,17329909.808671594,19737651.22993061,13383365.862800427,19326655.182143964,13875433.466866855,16345692.324192265,16659377.539378919,1467083.8290322102
2020-05-19,16643485.352575406,17365740.38291846,19751875.473193035,13404893.83401972,19383552.1960183,13795889.13514818,16144000.267112179,16630376.068672437,1461834.6024606314
2020-05-20,16908787.568592656,17764422.87261729,19949089.38737034,13579910.249009164,19457145.669296704,14170633.0944195,16456952.506417451,16895639.079628695,1491151.266494318
2020-05-21,16696292.67227021,17512095.760162298,19599609.3393532,13446722.262542933,19172956.237239294,13999807.000451712,16343799.083739253,16683457.754495818,1474325.0627040847
2020-05-22,16782122.647157654,17593596.62954172,19631752.32350628,13583092.94513765,19211185.306704056,14099293.434218166,16435489.836144397,16769610.254466662,1479984.665767308
2020-05-26,16671754.590200173,17482460.353090405,19258912.065532498,13590582.266796287,18798656.257497992,14157253.683559595,16490418.299137658,16659985.477603259,1476210.0617929045
2020-05-27,16688191.699942011,17529918.640785486,19213221.42728568,13609009.321862182,18548812.576470204,14265013.685906773,16653817.507051392,16676851.238891803,1484395.9443810123
2020-05-28,16641849.331411958,17330111.463301018,19169829.573975936,13735578.383713314,18633160.41865094,14006518.809578875,16687524.630065259,16631409.43883037,1480412.2372335372
2020-05-29,17060631.613758545,17702624.061217535,19921286.27309035,13944370.259827903,19311125.69595668,14383605.019029722,16884586.49437981,17048473.765664298,1502236.34461861
2020-06-01,17133559.95673969,17811694.82764834,19959138.125445306,14035164.646573039,19537861.198085144,14373259.894292414,16886563.935614653,17121498.053338654,1509052.9238288726
2020-06-02,17163824.680985916,17834476.134771902,19887893.060299378,14058512.701825403,19509495.351744656,14477329.673500096,16978744.830331966,17151546.25699624,1518237.1896287897
2020-06-03,17209117.65024806,17908617.27367941,19665356.07039499,14110787.372030199,19268500.73096682,14799933.44986017,17134341.587485578,17196623.774615727,1525685.9912081482
2020-06-04,17083330.23256102,17818201.99556005,19432447.950606283,14021853.277175292,19036276.817705914,14733596.541394291,17061434.889811523,17071180.05170776,1513890.392169777
2020-06-05,17450791.893742073,18207911.404265504,19789401.028759055,14295374.46589516,19378966.867139272,15102861.67982646,17504310.30028225,17438196.30211242,1544504.0485721186
2020-06-08,17580103.213016078,18379286.477893632,19806624.659460135,14322767.951841133,19736250.40419715,15068660.066989569,17778970.020655777,17566887.80605663,1556629.7297118874
2020-06-09,17525490.7987285,18640712.610237386,19995442.122080725,14257831.870164707,19368526.395471033,15033276.554488681,17498325.87755569,17514512.68941195,1566950.7061530834
2020-06-10,17597485.679469626,19070307.323826153,20343583.33805123,14364222.484609611,19200580.0634782,14961176.287868444,17334445.431919016,17589487.032879066,1586930.6525139743
2020-06-11,16623449.69261039,18013351.407531705,19307653.153488748,13715722.919381967,17861569.73061891,14200984.29977524,16296816.010508101,16617317.77135475,1507416.4842387333
2020-06-12,16770252.94651272,18076474.843135193,19376456.987130076,13902696.932323981,18082960.577824257,14337136.953649772,16470366.69974783,16763745.443194037,1519254.4566073304
2020-06-15,17103076.34362236,18394394.268649768,20011003.937123716,14087740.848893562,18613316.659088127,14566644.313290864,16631281.941698262,17095740.991130583,1537036.5167525879
2020-06-16,17410593.942778166,18633321.028954633,20140766.05880033,14361467.31520602,19023336.146066908,14880738.931440944,17063202.54819085,17402278.18567954,1564152.3775660237
2020-06-17,17183925.824616805,18744984.30857219,19796225.492016256,14329139.811816622,18322754.697149552,14519932.524867874,17010658.99827561,17179626.326331083,1569357.6955417884
2020-06-18,17254699.89443397,18750885.006042887,20033423.029406052,14276481.575978532,18573464.23684496,14629657.08351501,16923850.841780584,17249017.603515383,1574006.3262153815
2020-06-19,17287212.791988492,18673857.138240114,20311841.141332697,14390653.422180658,18446125.725511566,14686128.420275453,16861070.628746312,17282137.225203644,1573470.2114720878
2020-06-22,17382108.88864555,18995727.042043515,20339794.55477398,14487725.199491201,18519998.92215756,14672136.545843748,16936638.424029287,17378269.388748586,1592601.3094894304
2020-06-23,17413095.0506757,19036512.54301081,20307296.472548667,14556920.397611156,18564835.12311502,14666219.200015463,16996003.501917217,17409516.79253165,1605098.064321794
2020-06-24,16981060.627811056,18598491.447801735,19861564.343529247,14239306.351032868,17912141.50569018,14447706.291156579,16444861.474944768,16978072.896676794,1572536.462941529
2020-06-25,17120406.001949575,18815494.776729383,20079202.59267014,14331252.122627912,18159877.854441922,14433967.623182615,16564293.752066508,17117710.85302477,1588120.790397712
2020-06-26,16736115.148005506,18250324.47578483,19636429.30890852,14031609.539794505,17814254.910017293,14196018.410853317,16134772.475974416,16732610.753868911,1548429.7226803713
2020-06-29,16998939.93243698,18547982.7517468,19997398.149447117,14142113.626494559,18145108.421133656,14426421.57332286,16406528.049764795,16994705.73224022,1566005.9037102917
2020-06-30,17404590.57976169,19120852.060938735,20550429.81964809,14379800.738869539,18788773.434799105,14646628.125496339,16680650.120691018,17400128.81299519,1596770.4767199236
2020-07-01,17471799.756370444,19286708.564849485,20618564.561255597,14588821.681332799,18772024.683951326,14715789.531396724,16553490.2927293,17468739.77423026,1616013.1885455062
2020-07-02,17675821.389938194,19591225.816249914,20954972.93429497,14591716.985780591,19119953.139870707,14770334.993334968,16807507.31347645,17672225.0151999,1625860.8426059538
2020-07-06,18210103.728342924,20360521.398428068,21764501.04119231,14828676.9454546,19857494.16305023,15079756.634908512,17252494.702299826,18206150.744892117,1667076.8896317526
2020-07-07,18115369.015713856,20208728.833813224,21764825.411153708,14799865.453673488,19906318.516546767,14888879.378326954,17039602.955016755,18111698.051893648,1654492.1640812026
2020-07-08,18452905.56179414,20489988.13630922,22308831.680760186,14965369.753290566,20216546.827249333,15319155.722974576,17327142.398874007,18447945.763271302,1676924.6972187588
2020-07-09,18700334.3277631,20889118.034448516,22591009.15088503,15080506.60855484,20489585.43418208,15632571.458124882,17438907.99311675,18694805.074121993,1690741.9339832729
2020-07-10,18835588.749972213,21165550.770731773,22686352.32365409,15119218.093564421,20875568.216194563,15589166.125572613,17566129.632227257,18829865.368213233,1703592.4140070877
2020-07-13,18290458.318812758,20603231.003442913,21781796.914399672,14742160.323150378,20128791.452993654,15132577.674073631,17275623.60477863,18285648.972252212,1666786.110329405
2020-07-14,18552538.659636658,20816722.713500198,22383330.628616456,14904093.38249397,20320438.329290446,15342079.64085492,17512275.527125414,18547546.350584257,1680512.1523179978
2020-07-15,18556330.19703447,20836036.55668658,22359514.94498747,14957315.596371436,20270469.76901082,15341625.993761223,17521109.434047066,18551812.1662201,1682423.865028047
2020-07-16,18421460.67344426,20653972.909286797,22252330.048140217,14805470.192431387,20097578.71473715,15212873.623098275,17466827.159162264,18416777.71575637,1670598.4818372708
2020-07-17,18481952.626984432,20616521.76894616,22541482.665915504,14921169.659646843,20059068.15173207,15214952.004489005,17513308.964117076,18477873.621891975,1673547.727031621
2020-07-20,19059382.54844944,21498947.47161987,23372499.56139159,15227399.90068404,20873706.7710167,15627313.70191805,17850691.14934873,19054755.268461093,1721789.6099673128
2020-07-21,18796980.350178063,21197452.843999717,22919320.544780195,15058884.800646959,20409785.946422692,15482154.772582792,17741243.818131506,18792781.645604968,1703079.9423538477
2020-07-22,18904669.67971255,21462896.318565164,23065051.970706716,15090806.644741328,20424290.424909685,15618017.330773056,17809062.17121911,18900667.80521241,1709003.6110981891
2020-07-23,18476780.771153376,20776625.985134304,22587075.774947952,14855769.8131974,19805155.821153853,15304751.05760066,17508953.062920712,18473179.50448649,1663387.1858443602
2020-07-24,18324589.730644446,20882534.887824785,22151497.21793707,14707751.229734778,19647082.967969883,15386387.225556072,17114804.23207054,18320867.506497405,1648065.3888037074
2020-07-27,18810561.92398996,21338492.867609587,22909151.055699673,15106702.685231261,20371834.37430488,15743219.389779909,17385194.28665456,18806252.442459077,1678132.030077081
2020-07-28,18444068.058742415,20897981.685859386,22281312.467200436,14920162.295190195,19981421.718297634,15423721.444002187,17097617.628061555,18440333.77685335,1655826.9239833204
2020-07-29,18736404.815338336,21482602.427680157,22555301.189961907,15087546.464817045,20202666.92218538,15800561.68985199,17229316.766251463,18732725.04140621,1676339.914556329
2020-07-30,18879799.029843558,21669484.558957037,22564387.98485549,15120352.534448106,20334254.234756064,16172786.28170896,17292933.788126677,18874804.56058326,1684598.1081536268
2020-07-31,19055469.661159627,21862041.169226695,22804387.21340008,15184926.074919444,20650689.259851985,16285953.69082922,17454583.59983092,19049770.60558016,1714526.4219975309
2020-08-03,19342999.148484264,22148154.495393984,23251653.45210565,15364842.649474809,21107046.840715062,16512322.345525438,17623081.863236204,19336548.578717384,1737982.3631759793
2020-08-04,19761621.008809797,22403565.461518265,23847237.34114212,15445182.569694664,21641836.417943873,17056773.414489146,18120732.32353624,19752090.509587143,1744500.3332293958
2020-08-05,19998934.629928987,22495093.61350466,24245174.193294253,15596849.38008718,22042653.663256925,17216346.449070647,18359265.161841314,19988356.492774937,1749043.798210218
2020-08-06,20022774.47753655,22896556.477029905,24154953.84788651,15822478.16307714,21905676.09303763,17085663.42679853,18251966.383747086,20015492.663003463,1771311.1367705166
2020-08-07,19869161.22914499,22615290.97188843,23967995.2949742,15810358.906301923,21611579.361062296,17030464.623598196,18097828.990502737,19862244.385482896,1751236.77157597
2020-08-10,19645697.8455798,22421081.05397254,23553857.060094494,15563491.120258898,21222513.437750988,16957337.274022117,18028905.244709093,19638535.66756619,1742712.8235054074
2020-08-11,19164190.342299283,21841595.691638585,22789762.102230396,15265780.866531732,20633913.69364378,16622371.761257214,17627936.599326346,19157299.644645035,1709841.5590560634
2020-08-12,19898647.20459445,22762772.306418415,23908919.97965963,15495959.985985972,21724705.088101115,17179228.079330772,18281618.1919266,19889524.98757832,1754118.4650844526
2020-08-13,20023477.802924596,22890116.100832507,24331224.2750995,15643109.839965787,22012645.760819174,17082895.462833133,18240469.800279185,20015063.614996836,1757364.9376966197
2020-08-14,19944110.12314515,22888459.582721945,24239955.22563164,15583478.641216008,21908996.7718875,17027746.22759201,18092838.698325116,19936066.805410597,1755176.570127631
2020-08-17,20303538.58776832,23433354.03282031,25057692.46609306,15682135.045205092,22571912.60002667,17060601.732367072,18302714.041342482,20295375.02407237,1774689.6422232427
2020-08-18,20386667.8387185,23716297.315877363,25153179.125525244,15857837.590043547,22632255.15959186,17000412.42508894,18281960.87861711,20380270.347047772,1792055.1848145039
2020-08-19,20300608.71170432,23588338.28361183,25137251.594370052,15782152.306369497,22521598.99786103,16931020.621541224,18178499.94578939,20294206.535221297,1779416.8784949363
2020-08-20,20431253.70819901,24101602.254311897,25327149.019269463,15985001.00481354,22642430.202883363,16801360.088259164,18160467.29176699,20427547.60916298,1804320.72864933
2020-08-21,20623948.697019782,24398896.38245922,25597579.62156207,15913643.793108715,22927891.21500596,16969516.79619596,18429948.6074909,20619023.942159858,1816600.5504541239
2020-08-24,20756871.900998786,24477382.624717962,25617624.307244997,16044602.46409446,22926281.08141349,17217950.162957795,18663079.131085075,20751582.560647476,1827764.0806499578
2020-08-25,21018205.79020861,24784076.560595587,25963486.75836753,16180247.938422259,23185125.55985251,17417157.47550739,19000057.197915085,21012629.598115787,1842799.7041850267
2020-08-26,21260879.039889216,25474040.07734794,26191703.43876751,16498780.201709205,23347843.875379674,17450730.582839217,19084097.94539143,21258177.53318805,1882123.075794066
2020-08-27,21103036.9268377,25356308.013509,26012070.329160295,16337936.855558751,23217767.71850678,17272040.95581823,18935293.677941505,21100459.98481467,1874925.904244564
2020-08-28,21356376.443605598,25568375.84434021,26132879.29472131,16444363.591271235,23413117.725626353,17623587.275223516,19392621.987404432,21352493.030862145,1885881.8665329143
2020-08-31,21748089.670687847,26247462.72078682,26938982.69902166,16401207.958164997,24105103.68812114,17789182.38966845,19672353.58893673,21743104.214778792,1903937.6645324938
2020-09-01,22008662.968912713,26619746.4791133,27198253.608556736,16578207.86580063,24538222.45118458,17901437.310388617,19924253.180104535,22003606.3866657,1932575.2805966535
2020-09-02,22236093.660946306,27037745.51779292,27414346.848200455,16746491.494643401,24327736.82504551,18104545.259590026,20440806.75680105,22232469.703677583,1952647.9569990532
2020-09-03,20920954.240154237,25217778.913665604,25229756.41701566,15971858.3998934,22508649.268267095,17335691.451577682,19526339.49215522,20917643.24560024,1850591.1770436035
2020-09-04,20721743.580727912,24952468.17976795,24866356.216945264,15647688.900630964,22117650.695876468,17344621.12407356,19599508.318144288,20717070.481589347,1827128.9412762448
2020-09-08,19700334.576551396,23324806.173470605,23335647.29721548,15060683.641316473,20776064.339230686,16759762.732163372,18835660.59141066,19695219.803861514,1740054.3576134052
2020-09-09,20227739.02588502,24182653.192930054,23973986.694502074,15395970.287238136,21439111.484668385,17177938.20248721,19184093.853860416,20222664.257624567,1791555.148812526
2020-09-10,19847802.56054962,23704629.911631525,23438758.125609394,15134057.637860611,21017790.674376167,16869709.300262623,18870241.53677174,19842845.343009207,1753552.5661887538
2020-09-11,19733572.67782106,23473817.185981493,23113630.069060232,15045024.575710041,20734743.45379096,16954779.65659152,18900511.56483692,19727962.0977451,1743063.478165683
2020-09-14,20218742.676951434,24073477.681944247,24031064.655110437,15229711.46303086,21421759.319330275,17183759.471396282,19375474.373094305,20212397.30129472,1772990.1032174407
2020-09-15,20474218.697280783,24509405.060359195,24465498.627277303,15392702.596970672,21783946.10268092,17315173.698127173,19483842.780915063,20468201.06302276,1798318.4543068882
2020-09-16,20181010.509328764,24049040.018665377,24018740.380284566,15123654.909244193,21289271.707883358,17161054.742483687,19457386.569963183,20174487.920022342,1768248.5889757797
2020-09-17,19878748.305058487,23730260.75342454,23486479.841618504,14889219.653991586,20797269.86026996,16915949.388096347,19400241.776258174,19872662.42081566,1742049.4352448771
2020-09-18,19660502.499246288,23435166.27628588,23429190.382134672,14772110.418633848,20660333.283938285,16641831.016706008,19036646.69686588,19654891.014109414,1719415.7823153064
2020-09-21,19783963.362706367,23664832.411746137,23894104.857496772,14792163.09445996,21077948.62083322,16669736.022392651,18797382.11649852,19777925.972186763,1726213.4777588379
2020-09-22,20088191.678193215,23975670.163012456,24245363.57483294,15131957.439838793,21520456.799244236,16848461.361058436,18995220.481455896,20082541.60043024,1758622.6272662247
2020-09-23,19498055.71368981,23033446.182008885,23463473.137641843,14784169.391558446,20714918.51561405,16460269.076060742,18572704.757391155,19492419.882789467,1703120.7804184859
2020-09-24,19630972.71445172,23345243.44230053,23619599.58105774,14829164.28916738,20848602.952204697,16575795.123053622,18656369.705971353,19625454.52417747,1713047.0400770335
2020-09-25,20091503.84031255,23919538.11314006,24416259.485327415,15093262.480916413,21539865.170334145,16855007.35403175,18951831.895912696,20085485.353961553,1753082.4678657397
2020-09-28,20539129.886681017,24390801.74516687,24903427.58383552,15401329.132636065,22092860.595556464,17247307.390367094,19413718.157849815,20532320.843523618,1786618.8093677608
2020-09-29,20557468.867200006,24422920.69498621,25112689.11765735,15392056.556459824,22242193.951924104,17137339.6544985,19348125.73504279,20550796.830003314,1780094.544725434
2020-09-30,20733514.51720435,24618080.72976024,25404145.009253148,15439841.043179108,22520094.69138911,17294528.015157282,19467680.489231244,20726021.543027803,1795046.80333908
2020-10-01,21119984.163547844,25042658.01967297,26212799.408858772,15719659.625962608,23001728.072498742,17525343.354374193,19660708.879369233,21112611.953805078,1821008.7585366524
2020-10-02,20532795.138117533,24173824.699125346,25290933.93827555,15302743.398412354,22269827.31342914,17178106.083179783,19291692.84863909,20524790.744714737,1769520.5565153523
2020-10-05,21074570.942720246,24842259.392175037,26231151.161338102,15491774.151938153,23031943.56762786,17558286.424238052,19759916.805745415,21065142.90646506,1809353.0221933387
2020-10-06,20798837.18111478,24362197.344572984,25780227.617992762,15272905.282704588,22850636.97094829,17384301.65218332,19553229.844906934,20788335.6544363,1775113.9896317373
2020-10-07,21309747.072935656,24765069.640972834,26796355.363534264,15654475.6984993,23566936.740900114,17672720.19318541,19905921.944540106,21298761.139360674,1808430.3275750126
2020-10-08,21391468.302145556,24887976.958110344,26706157.190052584,15758426.795932787,23526201.132073514,17838441.201680463,20058268.014007635,21380655.537547126,1815937.1621935936
2020-10-09,21613840.340349633,25090600.58630805,26990550.81047959,15963926.061037285,23752910.170476764,17993657.59514452,20304560.085129112,21603140.89529104,1843434.8435587396
2020-10-12,21989785.20454005,25885010.118759632,27280179.835157067,16304466.408931298,23941386.597354494,18314943.141106855,20631106.215995163,21980876.60065599,1900386.2881745708
2020-10-13,22130884.869597565,25887867.34048098,27668395.365026616,16439649.361082561,24103573.23882551,18385173.296959188,20735928.41966693,22121880.02984006,1899609.5973136537
2020-10-14,22028107.540566854,25776929.849330563,27526040.916413575,16276722.195997285,24171468.54939977,18274335.420093972,20618890.38149944,22018249.775188625,1884232.8377649542
2020-10-15,21916552.526460208,25565659.05290919,27463443.356506497,16169295.49354048,24090844.513229333,18195456.843299877,20495962.538293015,21906232.236354455,1870588.4719056375
2020-10-16,21887496.439295556,25455320.120896533,27389975.013103228,16245056.282364385,24050367.481662042,18169615.288033396,20447106.39650347,21877538.304752566,1863293.8109913042
2020-10-19,21569561.027400568,24919601.66784417,27099153.18232573,16009411.110226825,23776869.50790262,17914654.407617033,20118652.244658206,21559063.584276367,1829050.0191063804
2020-10-20,21630659.657849513,25002977.08272004,27117269.649027985,16044474.77177844,23816233.812094074,17982474.15385864,20228353.384715196,21620077.146351345,1835887.1708755204
2020-10-21,21323067.120128572,24977888.858617585,26210506.818576757,16061759.789521188,23189179.65906332,17805022.35604238,19949726.33727642,21315304.77778133,1833926.790246335
2020-10-22,21512007.260264296,25054250.586424097,26275372.963902716,16028474.6720213,24135813.545839924,17856699.500559498,20047159.31647371,21500922.01905013,1833540.0568447437
2020-10-23,21672818.731939632,25244175.925986495,26579935.309845295,16171334.96921841,24434298.09190469,17784674.669755373,20215589.68135354,21662276.091962725,1838202.9654883044
2020-10-26,21338654.412656214,24798592.680020135,26491904.382192776,15733715.240464112,24106218.93929125,17490317.39462414,19911116.813733764,21327123.913674816,1808639.2772215253
2020-10-27,21247622.302132893,24910110.92716001,26117056.240353577,15776866.272546647,23713663.260465052,17476772.026059173,19910145.341239102,21237869.23786031,1823484.8348768128
2020-10-28,20541805.106233228,23620403.763108958,25230053.76664677,15233036.628587268,23296236.43266939,17053155.80637188,19130521.871508017,20529149.695312053,1751766.5917303534
2020-10-29,20829229.444900833,24097410.454094905,25446288.133057866,15461463.264409494,23742942.898584995,17097766.66887164,19490554.309448306,20817243.38371998,1784463.4500089122
2020-10-30,20216643.262861934,23406991.09414945,24303857.54081308,14980164.986524655,22986439.339399092,16761839.13175344,19090120.577918496,20204112.59390586,1737647.521751259
2020-11-02,20421142.651423726,23398226.890785914,24457267.61142363,15030150.534015598,23427189.598132875,17084938.979912672,19313172.450516276,20405842.30862435,1742648.3423507158
2020-11-03,20914904.268827923,24027813.436033577,25106001.657607164,15328027.502014562,24032330.282920368,17462874.706394535,19775154.726416055,20899147.4060228,1773328.1686998957
2020-11-04,21619443.414965216,25250843.480237514,26258175.01924813,15880376.92495756,24807086.735107765,17766874.420793492,20202361.008515976,21606222.973487094,1851479.3281862019
2020-11-05,22441804.07340639,25881784.416840293,27396469.102709714,16363255.467396796,25976016.552824628,18535118.21551144,20971062.678659115,22425406.001569662,1898807.881623654
2020-11-06,22552775.8313742,26016401.84115667,27650775.949345607,16376924.685495272,26200735.757709127,18629440.514349036,20976918.91109617,22535776.00152433,1900895.535770076
2020-11-09,22079717.03864963,25226829.628705632,26383140.26187313,16191058.591181396,25361698.455893904,18461643.999876622,21042305.60425999,22062453.57543424,1859869.7081506175
2020-11-10,21561989.89714878,24509035.856646862,25296427.677278493,15718223.169695614,24507209.571974356,18425722.145117693,20877526.82675417,21542965.82509247,1827468.5420242876
2020-11-11,22165016.452675518,25112248.9279033,26364142.219404068,16023030.213547641,25424225.839739222,18884566.981815975,21285963.033609472,22144303.06261142,1869701.7025020684
2020-11-12,21939450.706051793,24971871.936963398,26075534.23924513,15934620.986997472,25064751.380980726,18616342.748059817,21077566.25345073,21920310.641804922,1859358.7717629655
2020-11-13,22117846.16999403,25040236.529650338,26099814.109966736,16171225.379989445,25184047.6969987,18843446.952618543,21348901.648594767,22098483.124612022,1876762.081887689
2020-11-16,22337443.364650395,25234298.392909344,26245348.516422924,16157966.828488566,25467033.034704853,19150425.47811184,21735510.29542234,22316041.78358078,1888637.821789748
2020-11-17,22309807.389438864,25244885.626883913,26475662.41795109,16176517.946850004,25688986.033966567,18932160.280042727,21439002.820616353,22289088.780268904,1882995.5672276681
2020-11-18,22211009.658157635,25269975.93849246,26534833.70795296,16042948.998236855,25705175.560107615,18740354.638114136,21194173.0847771,22190713.00377593,1869981.581418742
2020-11-19,22465779.31780906,25550771.03631916,26976497.345440283,16262478.513911428,26095705.258504204,18901676.100886244,21277342.02152279,22445502.694853827,1884243.7381506283
2020-11-20,22287052.140864868,25141892.57247996,26786771.065208938,16087046.472160412,26012512.631357104,18815399.5139278,21125319.389783613,22265405.121707678,1871825.7424429238
2020-11-23,22452247.30275812,25280956.179735,27182177.941422906,16112349.54715911,26550737.23857775,18857077.558456488,21103421.37484567,22429348.53962999,1871747.1368448236
2020-11-24,22687180.210965563,25656335.59619769,27286368.380517345,16318984.797312403,26748863.180639468,19018603.987785127,21437125.617676236,22664822.954331897,1899081.3124248583
2020-11-25,22801535.452574883,25881658.92859381,27697463.108555444,16485169.050500594,26681076.959736217,19003591.80941892,21416227.48303277,22780881.89206509,1910464.9997059966
2020-11-27,22988045.997162275,26067322.251581945,27979613.60625146,16735781.74961136,26884533.130280364,19099190.036557358,21502355.682024784,22968189.73565461,1927127.8512376775
2020-11-30,23007758.018208317,26045339.062503636,28210428.78251934,16942785.479763366,26313636.008778352,19317984.50083953,21401763.94593096,22989862.25282679,1928717.3117008272
2020-12-01,23252888.19036436,26454824.20136511,28348358.120449886,17044375.401862405,26553552.710693877,19630309.721911974,21660416.889934316,23234312.54693156,1958117.340655936
2020-12-02,23314443.836808898,26538454.205243815,28266596.816343054,17028022.978214007,26726894.25921685,19733638.56577918,21764824.118348096,23294962.40482746,1958287.1410299574
2020-12-03,23430439.141402185,26583100.862109136,28341149.463138737,17000841.860415295,27214631.632246964,19859120.125766054,21818565.299685325,23408909.221355535,1959972.4020657921
2020-12-04,23732074.009444665,26685435.516239133,28480730.329879936,17023224.652904324,28114111.55457554,20235967.51597031,22136137.55178167,23706474.57140538,1969617.401068637
2020-12-07,23910973.867566295,26909838.86993436,28751314.770925827,17188942.262979373,28342902.66776074,20264265.533022616,22321269.073224433,23885898.839118347,1980306.0736181345
2020-12-08,24057109.368247747,26878444.05353372,28923321.517583504,17267285.22462687,28606283.644252367,20449081.386049427,22511656.00215914,24030728.624790926,1986476.6130690097
2020-12-09,23496867.911571108,26237484.620352603,27936599.662495025,16948126.701014932,27919079.538906153,20027975.178387217,22093045.715002075,23471347.6303226,1943859.7897208135
2020-12-10,23713015.23102109,26332025.659898054,28297946.188489437,17006771.247340113,28433206.063049722,20264593.785457756,22189031.669575624,23685456.987779673,1949692.4172157927
2020-12-11,23694566.34254901,26329408.31585517,28431363.29417858,17025849.64815294,28490991.66875422,20056470.808382135,22149681.976689078,23667820.647269778,1945553.0341377049
2020-12-14,23851696.933690436,26584538.7118327,28993183.761202425,17194169.471423168,28415740.008860458,20114867.50539709,22168685.39317564,23826405.32557732,1959198.9352626095
2020-12-15,24237300.401208654,26855012.37437433,29667496.216575094,17319934.43192055,29004872.962416995,20455239.555957653,22567444.49669825,24209855.257697895,1980219.6381655356
2020-12-16,24267055.91530066,26881204.721217934,29693491.086957373,17470474.784839895,28909522.273699686,20483772.679705177,22546936.21794107,24240720.73651768,1991576.6118254445
2020-12-17,24470296.332969874,27027366.45773852,30091421.58125036,17641780.60782385,28984091.695184123,20667954.531217717,22773867.549647525,24444098.71785828,2004766.5390707436
2020-12-18,24624184.93913302,27052290.405446682,30341520.66606776,17887319.877502415,28966917.244597904,20742638.43199372,23042650.70993415,24598994.86080039,2002584.4660906657
2020-12-21,24466997.509824023,26825903.474715106,30184616.776911914,17752628.1006123,28727025.795926265,20592333.10960491,23002202.06412664,24441880.608676802,1995050.9178508553
2020-12-22,24618282.722669747,26794444.0266433,30462071.628858708,17935905.472241126,28676651.802478038,20730360.69234565,23314823.424699876,24593481.34363424,1999342.7528018213
2020-12-23,24488450.489857428,26652556.541416697,30195630.50714471,17798377.639672406,28865147.719971187,20574588.506033283,23106219.16828255,24462804.39498572,1989215.2198247004
2020-12-24,24614320.815999147,26769284.178632304,30423078.263704114,17872116.071796715,29055391.878508836,20652715.557646044,23197798.55387461,24588427.20441215,1998313.0501720188
2020-12-28,24651879.54529321,27204540.535584446,30279429.516982034,17831313.479507055,28844554.78094737,20713379.49953991,23300845.84392542,24626650.80954837,2018412.593722207
2020-12-29,24527947.77439934,27108690.378047753,30193474.44150354,17847508.940187212,28621173.411169846,20566003.29534739,23076790.91341285,24503771.836766776,2019140.463137429
2020-12-30,24748208.890059873,27113011.53215877,30665284.034105726,17936740.025516666,29096054.999139808,20760575.428823322,23236218.53219899,24722399.757282104,2019434.4664975111
2020-12-31,24879770.30616301,27159550.197442655,30750244.962156754,18048912.80065649,29390931.844753977,20955610.96171538,23270525.037895963,24853077.086943995,2026181.958756318
2021-01-04,24577276.363060106,26960334.545631032,30457617.834601674,17645324.337600037,29138213.646981314,20722516.63023844,22934998.026220072,24549549.03661072,1995742.7085247617
